Nome da Música,Nome do Artista,Ano de Lançamento,Gênero Musical,Letra da Música,Playlist
Enquanto Houver Sol,Titãs,2003,Rock,"Quando não houver saída
Quando não houver mais solução
Ainda há de haver saída
Nenhuma ideia vale uma vida

Quando não houver esperança
Quando não restar nem ilusão
Ainda há de haver esperança
Em cada um de nós algo de uma criança

Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol
Enquanto houver Sol

Quando não houver caminho
Mesmo sem amor, sem direção
A sós ninguém está sozinho
É caminhando que se faz o caminho

Quando não houver desejo
Quando não restar nem mesmo dor
Ainda há de haver desejo
Em cada um de nós, aonde Deus colocou

Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol


Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol
Enquanto houver Sol

Enquanto houver Sol
Enquanto houver Sol
Ainda haverá
Enquanto houver Sol",Top Hits de 2004
Reza vela,O Rappa,2003,Rock,"A chama da vela que reza
Direto com santo conversa
Ele te ajuda te escuta
Num canto colada no chão mas sombras mexem
Pedidos e preces viram cera quente
Pedidos e preces viram cera quente

A fé no sufoco da vela abençoada no dia dormido
O fogo já não existe ali saíram do abrigo
São quase nada
A molecada corre e corre, ninguém tá triste
A molecada corre e corre, ninguém tá

Se tudo move se o prédio é santo
Se é pobre mais pobre fica
Vira bucha de balão ao som de funk
E apertada tua avenida
A cera foi tarrada
Não se admire

Se tudo move se o prédio é santo
Se é pobre mais pobre fica
Vira bucha de balão ao som de funk
E apertada tua avenida
An an an a tua avenida
An an an
A cera foi tarrada
Não se admire

Ta no céu não espere o tiro apenas mire
A cera foi tarrada
Não se admire
Tá no céu balão de bucha
Não espere o tiro
Apenas mire

Depois da benção o peito amassado
É hora do cerol é hora do traçado
Quem não cobre fica no samba atravessado
Sobe balão no céu rezado

Depois da benção o peito amassado
É hora do cerol, é hora do traçado
Quem não cobre fica no samba atravessado
Sobe balão no samba ao céu rezado

A chama da vela que reza
Direto com santo conversa
Ele te ajuda, te escuta
Num canto coladas no chão mas sombras mexem
Pedidos e preces, pedidos e preces, pedidos e preces
Viram cera quente
Viram cera

A fé no sufoco da vela abençoada no dia dormido
O fogo já não existe ali saíram do abrigo
São quase nada
São quase nada
A molecada corre e corre, ninguém tá triste
A molecada corre, ninguém tá triste
A molecada corre, ninguém tá
A molecada corre, ninguém tá

Se tudo move se o prédio é santo
Se é pobre mais pobre fica
Vira bucha de balão ao som de funk
E apertada tua avenida
A cera foi tarrada
Não se admire

Se tudo move se o prédio é santo
Se é pobre mais pobre fica
Vira bucha de balão ao som de funk
E apertada tua avenida
An an an a tua avenida
An an an
A cera foi tarrada
Não se admire

Tá no céu, não espere o tiro apenas mire
A cera foi tarrada, não se admire
Tá no céu balão de bucha não espere o tiro
Apenas mire

Sobe balão no céu rezado..larara
Sobe balão, sobe balão, sobe balão


(A chama da vela que reza
Direto com santo conversa
Ele te ajuda te escuta
Num canto coladas no chão as sombras mexem
Pedidos e preces viram cera quente
Pedidos e preces viram cera quente

A fé no sufoco da vela abençoada no dia dormido
O fogo já não existe ali saíram do abrigo)",Top Hits de 2004
Tarde Vazia (feat. Samuel Rosa) - Versão Acústica,Ira!,2004,Rock,"Pela janela vejo fumaça, vejo pessoas
Na rua os carros, no céu o sol e a chuva
O telefone tocou na mente fantasia

Você me ligou naquela tarde vazia
E me valeu o dia
Você me ligou naquela tarde vazia
E me valeu o dia

Pela janela vejo fumaça, vejo pessoas
Na rua os carros, no céu o sol e a chuva
O telefone tocou na mente fantasia

Você me ligou naquela tarde vazia
Na mente fantasia
Você me ligou naquela tarde vazia
Na mente fantasia
Você me ligou naquela tarde vazia
E me valeu o dia

Valeu o dia. valeu o dia
Você me ligou naquela tarde vazia
Na mente fantasia
Na mente fantasia. na mente fantasia

Podia ter muitas garotas mas você é diferente
Você me ligou naquela tarde vazia
E me valeu o dia
Valeu o dia. valeu o dia",Top Hits de 2004
Rodo cotidiano,O Rappa,2003,Rock,"Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother

É
A ideia lá comia solta
Subia a manga amarrotada social
No calor alumínio
Nem caneta nem papel
Uma ideia fugia
Era o rodo cotidiano
Era o rodo cotidiano

Espaço é curto, quase um curral
Na mochila amassada, uma quentinha abafada
Meu troco é pouco, é quase nada
Meu troco é pouco, é quase nada

Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother

Não se anda por onde gosta
Mas por aqui não tem jeito, todo mundo se encosta
Ela some é lá no ralo de gente
Ela é linda, mas não tem nome
É comum e é normal

Sou mais um no Brasil da central
Da minhoca de metal que corta as ruas
Da minhoca de metal
É, como um concorde apressado, cheio de força
Que voa, voa mais pesado que o ar
E o avião, o avião, o avião do trabalhador

Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother

É, espaço é curto, quase um curral
Na mochila amassada, uma vidinha abafada
Meu troco é pouco, é quase nada
Meu troco é pouco, é quase nada

Não se anda por onde gosta
Mas por aqui não tem jeito, todo mundo se encosta
Ela some é lá no ralo de gente
Ela é linda, mas não tem nome
É comum e é normal

Sou mais um no Brasil da central
Da minhoca de metal que entorta as ruas
Da minhoca de metal que entorta as ruas
Como um concorde apressado, cheio de força
Voa, voa mais pesado que o ar
E o avião, o avião, o avião do trabalhador

Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother
Ô ô ô ô ô my brother",Top Hits de 2004
Ela Vai Voltar (Todos Os Defeitos De Uma Mulher Perfeita),Charlie Brown Jr.,2005,Rock,"Minha mente, nem sempre tão lúcida
É fértil e me deu a voz
Minha mente, nem sempre tão lúcida
Fez ela se afastar, mas ela vai voltar
Mas ela vai voltar

Ela não é
Do tipo de mulher que se entrega na primeira
Mas melhora na segunda e o paraíso é na terceira
Ela tem força, ela tem sensibilidade
Ela é guerreira, ela é uma deusa, ela é mulher de verdade

Ela é daquelas que tu gosta na primeira
Se apaixona na segunda e perde a linha na terceira
Ela é discreta e cultua bons livros
E ama os animais, tá ligado, eu sou o bicho

Minha mente, nem sempre tão lúcida
É fértil e me deu a voz
Minha mente, nem sempre tão lúcida
Fez ela se afastar, mas ela vai voltar
Mas ela vai voltar

Deixa eu te levar pra ver o mundo, baby
Deixa eu te mostrar o melhor que eu posso ser
Deixa eu te levar pra ver o mundo, baby
Deixa eu te mostrar o melhor que eu posso ser

Ela não é
Do tipo de mulher que se entrega na primeira
Mas melhora na segunda e o paraíso é na terceira
Ela tem força, ela tem sensibilidade
Ela é guerreira, ela é uma deusa, ela é mulher de verdade

Ela é daquelas que tu gosta na primeira
Se apaixona na segunda e perde a linha na terceira
Ela é discreta e cultua bons livros
E ama os animais, tá ligado, eu sou o bicho

Minha mente, nem sempre tão lúcida
É fértil e me deu a voz
Minha mente, nem sempre tão lúcida
Fez ela se afastar, mas ela vai voltar
Mas ela vai voltar

Fazer da vida o que melhor possa ser
Traçar um rumo novo em direção ao Sol
Me sinto muito bem quando vejo o pôr-do-Sol
Só pra fazer nascer a Lua

Minha mente, nem sempre tão lúcida
É fértil e me deu a voz
Minha mente, nem sempre tão lúcida
Fez ela se afastar, mas ela vai voltar
Mas ela vai voltar
Mas ela vai voltar
Mas ela vai voltar",Top Hits de 2005
Um Minuto Para O Fim Do Mundo,CPM 22,2005,Rock,"Me sinto só
Mas quem é que nunca se sentiu assim?
Procurando um caminho pra seguir uma direção
Respostas!
Um minuto para o fim do mundo
Toda sua vida em 60 segundos
Uma volta no ponteiro do relógio pra viver

O tempo corre contra mim
Sempre foi assim e sempre vai ser
Vivendo apenas pra vencer a falta que me faz você
De olhos fechados eu tento esconder a dor agora
Por favor entenda eu preciso ir embora porque

Quando estou com você
Sinto meu mundo acabar
Perco o chão sob os meus pés
Me falta o ar pra respirar
E só de pensar em te perder por um segundo
Eu sei que isso é o fim do mundo

Volto o relógio para trás tentando adiar o fim
Tentando esconder o medo de te perder quando me sinto assim
De olhos fechados eu tento enganar meu coração
Fugir pra outro lugar em uma outra direção porque

Quando estou com você
Sinto meu mundo acabar
Perco o chão sob os meus pés
Me falta o ar pra respirar
E só de pensar em te perder por um segundo
Eu sei que isso é o fim do mundo

Quando estou com você
Sinto meu mundo acabar
Perco o chão sob os meus pés
Me falta o ar pra respirar
E só de pensar em te perder por um segundo
Eu sei que isso é o fim do mundo

Eu sei que isso é o fim do mundo

Eu sei que isso é o fim
Eu sei que isso é o fim

Eu sei que isso é o fim do mundo!",Top Hits de 2005
Mas Que Nada,Sérgio Mendes,2006,Bossa Nova,"Oaria raio
Oba oba oba
Oaria raio
Oba oba oba

Mas que nada
Sai da minha frente
Eu quero passar
Pois o samba está animado
O que eu quero é sambar
Esse samba
Que é misto de maracatu
É samba de preto velho
Samba de preto tú

Mas que nada
Um samba como este tão legal
Você não vai querer
Que eu chegue no final

Oaria raio
Oba oba oba
Oaria raio
Oba oba oba

Mas que nada
Sai da minha frente
Eu quero passar
Pois o samba está animado
O que eu quero é sambar
Esse samba
Que é misto de maracatu
É samba de preto velho
Samba de preto tú

Mas que nada
Um samba como este tão legal
Você não vai querer
Que eu chegue no final

Oaria raio
Oba oba oba
Oaria raio
Oba oba oba",Top Hits de 2006
Vilarejo,Marisa Monte,2006,MPB,"Há um vilarejo ali
Onde areja um vento bom
Na varanda, quem descansa
Vê o horizonte deitar no chão

Pra acalmar o coração
Lá o mundo tem razão
Terra de heróis, lares de mãe
Paraíso se mudou para lá

Por cima das casas, cal
Frutas em qualquer quintal
Peitos fartos, filhos fortes
Sonhos semeando o mundo real

Toda gente cabe lá
Palestina, Xangri-Lá
Vem andar e voa
Vem andar e voa
Vem andar e voa

Lá o tempo espera
Lá é primavera
Portas e janelas
Ficam sempre abertas
Pra sorte entrar

Em todas as mesas, pão
Flores enfeitando
Os caminhos, os vestidos
Os destinos e essa canção
Tem um verdadeiro amor
Para quando você for

Há um vilarejo ali
Onde areja um vento bom
Na varanda, quem descansa
Vê o horizonte deitar no chão

Pra acalmar o coração
Lá o mundo tem razão
Terra de heróis, lares de mãe
Paraíso se mudou para lá

Por cima das casas, cal
Frutas em qualquer quintal
Peitos fartos, filhos fortes
Sonhos semeando o mundo real

Toda gente cabe lá
Palestina, Xangri-Lá
Vem andar e voa
Vem andar e voa
Vem andar e voa

Lá o tempo espera
Lá é primavera
Portas e janelas
Ficam sempre abertas
Pra sorte entrar

Em todas as mesas, pão
Flores enfeitando
Os caminhos, os vestidos
Os destinos e essa canção
Tem um verdadeiro amor
Para quando você for",Top Hits de 2006
Insegurança - Ao Vivo,Pixote,2003,Pagode,"Essa noite eu notei que você demorou para dormir
Caminhou pela casa, ligou a TV, eu ouvi
Você sussurrando
Chorando baixinho pra não me acordar

Se estiver precisando de amigo pra desabafar
Se for alguma coisa comigo, vamos conversar
Eu não quero correr o perigo
De um dia você me deixar

Escolhi você pra ser minha mulher
E sou tão fiel à nossa relação
Pelo amor de Deus, se for insegurança
Tira do teu coração

Já é tarde, vamos nos deitar
Se quiser conversar na nossa cama
Porque sei que tudo isso passa
Você me abraça e a gente se ama

Eu não vou te trair com ninguém
Meu amor, você tem minha palavra
Porque tudo que um homem precisa
Eu tenho em casa

Essa noite eu notei que você demorou para dormir
Caminhou pela casa, ligou a TV, eu ouvi
Você sussurrando
Chorando baixinho pra não me acordar

Se estiver precisando de amigo pra desabafar
Se for alguma coisa comigo, vamos conversar
Eu não quero correr o perigo
De um dia você me deixar

Escolhi você pra ser minha mulher
E sou tão fiel à nossa relação
Pelo amor de Deus, se for insegurança
Tira do teu coração

Já é tarde, vamos nos deitar
Se quiser conversar na nossa cama
Porque sei que tudo isso passa
Você me abraça e a gente se ama

Eu não vou te trair com ninguém
Meu amor, você tem minha palavra
Porque tudo que um homem precisa
Eu tenho em casa

Já é tarde, vamos nos deitar
Se quiser conversar na nossa cama
Porque sei que tudo isso passa
Você me abraça e a gente se ama

Eu não vou te trair com ninguém
Meu amor, você tem minha palavra
Porque tudo que um homem precisa
Eu tenho em casa",Top Hits de 2007
A Primeira Namorada - Ao Vivo,Sorriso Maroto,2007,Pagode,"Eu não sei se vale a pena
Aceitar esse teu jeito
Todo mundo tem defeitos
Por favor, não tô querendo te julgar

Somos muito diferentes
E por mais que a gente tente
A cabeça dá um nó
E vai ficar pior se a gente não parar

Vai doer
Mas não tem jeito fácil de terminar
Vou sofrer
Mas te amo e não quero te machucar

Não fique assim
Eu também tô tentando ser forte e não chorar
Olha pra mim
Vai ficar tudo bem quando a dor passar!

Vai ser sempre a primeira namorada
Esse amor não vai sair de mim por nada
E nem pense em se afastar de mim
Vai ser muito ruim se eu não puder te ver

É normal que a gente tenha se enganado
Nossa história aconteceu no tempo errado
Eu não sou bom em me despedir
Mas é melhor eu ir pra não me arrepender
Tente entender

Eu não sei se vale a pena
Aceitar esse teu jeito
Todo mundo tem defeitos
Por favor, não tô querendo te julgar

Somos muito diferentes
E por mais que a gente tente
A cabeça dá um nó
E vai ficar pior se a gente não parar

Vai doer
Mas não tem jeito fácil de terminar
Vou sofrer
Mas te amo e não quero te machucar

Não fique assim
Eu também tô tentando ser forte e não chorar
Olha pra mim
Vai ficar tudo bem quando a dor, quando a dor passar!

Vai ser sempre a primeira namorada
Esse amor não vai sair de mim por nada
E nem pense em se afastar de mim
Vai ser muito ruim se eu não puder te ver

É normal que a gente tenha se enganado
Nossa história aconteceu no tempo errado
Eu não sou bom em me despedir
Mas é melhor eu ir pra não me arrepender
Tente entender

Vai ser sempre a primeira namorada
Esse amor não vai sair de mim por nada
E nem pense em se afastar de mim
Vai ser muito ruim se eu não puder te ver

É normal que a gente tenha se enganado
Nossa história aconteceu no tempo errado
Eu não sou bom em me despedir
Mas é melhor eu ir pra não me arrepender
Tente entender",Top Hits de 2007
Cabide,Mart'nália,2006,Samba,"Se eu fingir e sair
Por aí na noitada
Me acabando de rir
Se eu disser que não ligo
E não digo e que fico
Só vou aprontar...

É que eu sambo direitinho
Assim bem miudinho
Cê não sabe acompanhar
Vou arrancar sua saia
E por no meu cabide
Só prá pendurar
Quero ver
Se você tem atitude
Se vai encarar...

Se eu sumir dos lugares
Dos bares, esquinas
E ninguém me encontrar
E se me virem sambando
Até de madrugada
E você for até lá...

É que eu sambo direitinho
Assim bem miudinho
Cê não sabe acompanhar
Vou arrancar tua blusa
E por no meu cabide
Só prá pendurar
Quero ver
Se você tem atitude
Se vai encarar...

Chega de fazer fumaça
De contar vantagem
Quero ver chegar junto
Prá me juntar, eh!
Me fazer sentir mais viva
Me apertar o corpo e a alma
Me fazendo suar
Quero beijos sem tréguas
Quero sete mi'léguas
Sem descansar
Quero ver
...",Top Hits de 2007
Meu Lugar,Arlindo Cruz,2006,Samba,"O meu lugar
É caminho de Ogum e Iansã
Lá tem samba até de manhã
Uma ginga em cada andar
O meu lugar
É cercado de luta e suor
Esperança num mundo melhor
E cerveja pra comemorar

O meu lugar
Tem seus mitos e seres de luz
É bem perto de Oswaldo Cruz
Cascadura, Vaz Lobo, Irajá
O meu lugar
É sorriso, é paz e prazer
O seu nome é doce dizer

Madureira, la-la-iá
Madureira, la-la-iá

O meu lugar
É caminho de Ogum e Iansã
Lá tem samba até de manhã
Uma ginga em cada andar, cada andar
O meu lugar
É cercado de luta e suor
Esperança num mundo melhor
E cerveja pra comemorar

O meu lugar
Tem seus mitos e seres de luz
É bem perto de Oswaldo Cruz
Cascadura, Vaz Lobo, Irajá
O meu lugar
É sorriso, é paz e prazer
O seu nome é doce dizer

Madureira, la-la-iá (vai)
Madureira, la-la-iá

Ah, que lugar
A saudade me faz relembrar
Os amores que eu tive por lá
É difícil esquecer
Doce lugar
Que é eterno no meu coração
E aos poetas traz inspiração
Pra cantar e escrever

Ai, meu lugar
Quem não viu Tia Eulália dançar?
Vó Maria o terreiro benzer?
E ainda tem jongo à luz do luar
Ah, que lugar
Tem mil coisas pra gente dizer
O difícil é saber terminar

Madureira, ia-la-la-iá
Madureira, la-la-la-iá
Madureira

Em cada esquina, um pagode, um bar
Em Madureira
Império e Portela também são de lá
Em Madureira
E no Mercadão você pode comprar
Por uma pechincha, você vai levar
Um dengo, um sonho pra quem quer sonhar
Em Madureira

E quem se habilita, até pode chegar
Tem jogo de ronda, caipira e bilhar
Buraco, sueca pro tempo passar
Em Madureira
E uma fezinha até posso fazer
No grupo dezena, centena e milhar
Pelos sete lados eu vou te cercar
Em Madureira

E la-la-la-ia-la-la-ia-la-la-iá
E la-la-la-ia-la-la-ia-la-la-iá
E la-la-la-ia-la-la-ia-la-la-iá (diz aí, gente)
Em Madureira

E la-la-la-ia-la-la-ia-la-la-iá
E la-la-la-ia-la-la-ia-la-la-iá
E la-la-la-ia-la-la-ia-la-la-iá
Em Madureira, ia-la-iá
Em madureira",Top Hits de 2007
